"id","state","hbcu","degree","public","nonprofit","forprofit","fouryear","twoyear","lessthan2yr","pub4yr","nonprof4yr","twoyrlesspub","schools","netprice_2014","netprice_2013","netprice_2012","netprice_2011","netprice_2010","netprice_2008","netprice_2007","netprice_2006","netpriceinc_2014","netpriceinc_2013","netpriceinc_2012","netpriceinc_2011","netpriceinc_2010","netpriceinc_2008","netpriceinc_2007","netpriceinc_2006","gradtot_2015","gradtot_2014","gradtot_2013","gradtot_2012","gradtot_2011","gradtot_2010","gradtot_2009","gradtot_2008","gradtot_2007","gradtot_2006","gradbach_2015","gradbach_2014","gradbach_2013","gradbach_2012","gradbach_2011","gradbach_2010","gradbach_2009","gradbach_2008","gradbach_2007","gradbach_2006","endowment_2015","endowment_2014","endowment_2013","endowment_2012","endowment_2011","endowment_2010","endowment_2009","endowment_2008","endowment_2007","endowment_2006","transfer_2015","transfer_2014","transfer_2013","transfer_2012","transfer_2011","transfer_2010","transfer_2009","transfer_2008","transfer_2007","transfer_2006","fedaidperc_2014","fedaidperc_2013","fedaidperc_2012","fedaidperc_2011","fedaidperc_2010","fedaidperc_2008","fedaidperc_2007","fedaidperc_2006","avetotaid_2014","avetotaid_2013","avetotaid_2012","avetotaid_2011","avetotaid_2010","avetotaid_2008","avetotaid_2007","avetotaid_2006","avefedaid_2014","avefedaid_2013","avefedaid_2012","avefedaid_2011","avefedaid_2010","avefedaid_2008","avefedaid_2007","avefedaid_2006","percpell_2014","percpell_2013","percpell_2012","percpell_2011","percpell_2010","percpell_2008","percpell_2007","percpell_2006","tuitionfee_in_2014","tuitionfee_out_2014","tuitionfeeprog_2014","tuitionfee_in_2013","tuitionfee_out_2013","tuitionfeeprog_2013","tuitionfee_in_2012","tuitionfee_out_2012","tuitionfeeprog_2012","tuitionfee_in_2011","tuitionfee_out_2011","tuitionfeeprog_2011","tuitionfee_in_2010","tuitionfee_out_2010","tuitionfeeprog_2010","tuitionfee_in_2009","tuitionfee_out_2009","tuitionfeeprog_2009","tuitionfee_in_2008","tuitionfee_out_2008","tuitionfeeprog_2008","tuitionfee_in_2007","tuitionfee_out_2007","tuitionfeeprog_2007","tuitionfee_in_2006","tuitionfee_out_2006","tuitionfeeprog_2006","cost_2014","cost_2013","cost_2012","cost_2011","cost_2010","cost_2009","cost_2008","cost_2007","cost_2006","inexpfte_2014","inexpfte_2013","inexpfte_2012","inexpfte_2011","inexpfte_2010","inexpfte_2009","inexpfte_2008","inexpfte_2007","inexpfte_2006","tuitfte_2014","tuitfte_2013","tuitfte_2012","tuitfte_2011","tuitfte_2010","tuitfte_2009","tuitfte_2008","tuitfte_2007","tuitfte_2006","retrate_2015","retrate_2014","retrate_2013","retrate_2012","retrate_2011","retrate_2010","retrate_2009","retrate_2008","retrate_2007","retrate_2006"
"31","NH",0,28,14,13,16,21,8,14,6,12,7,43,14585.9166666667,16314.5,16650.75,16064.0833333333,14170.5,14585.9166666667,14585.9166666667,14585.9166666667,14698.5,14699.9166666667,15348.9166666667,14280.6666666667,12680,14698.5,14698.5,14698.5,0.54584186808685,0.564598939483208,0.56479057591623,0.581360824742268,0.557029177718833,0.546571506007769,0.550981633945535,0.531856929431409,0.558141744252328,0.587428458654036,0.684210526315789,0.668788360991134,0.686604789733013,0.688513513513514,0.66790108708637,0.652079826881462,0.660840870202884,0.655793161773589,0.660083703897463,0.66970802919708,5264343,5264343,5081426,5081426,5264343,5264343,5264343,5447004,5447004,5447004,0.0221220811142974,0.0244087198047302,0.0147251308900524,0.00742268041237113,0.0371352785145889,0.0127382780739001,0.053741065773998,0.0300553651463222,0.0145354360630819,0.0164791790013815,0.250483846955486,0.350926702768668,0.33809378341225,0.319294733600246,0.333852250212284,0.250483846955486,0.250483846955486,0.250483846955486,5982.58069078458,9193.24963770879,8585.37689017871,7512.91669233138,7336.25643928673,5982.58069078458,5982.58069078458,5982.58069078458,1136.28338543993,1532.20562886126,1485.85481900107,1409.95118570989,1554.86052929522,1136.28338543993,1136.28338543993,1136.28338543993,0.24542206342117,0.350011440774922,0.33733007484344,0.317677856482907,0.329535805264648,0.24542206342117,0.24542206342117,0.24542206342117,18619.56,22604.76,16781.7857142857,18619.56,22604.76,16781.7857142857,18619.56,22604.76,16781.7857142857,18619.56,22604.76,16781.7857142857,18619.56,22604.76,16781.7857142857,18619.56,22604.76,16781.7857142857,18619.56,22604.76,16781.7857142857,18619.56,22604.76,16781.7857142857,13492.2916666667,17098.2083333333,11335.3333333333,26683.6315789474,26683.6315789474,26683.6315789474,26683.6315789474,26683.6315789474,26683.6315789474,26683.6315789474,26683.6315789474,NA,7444.64285714286,7444.64285714286,7444.64285714286,7444.64285714286,7444.64285714286,7444.64285714286,7444.64285714286,7444.64285714286,7444.64285714286,11895.1666666667,11895.1666666667,11895.1666666667,11895.1666666667,11895.1666666667,11895.1666666667,11895.1666666667,11895.1666666667,11895.1666666667,0.755334745072487,0.766358312823559,0.764390201679218,0.761179662203553,0.755776959142666,0.765007998652859,0.768123573810778,0.783232163279669,0.756552511415525,0.771840125940178
"32","NJ",0,64,37,38,92,50,45,72,13,29,24,167,9035.35483870968,9971.88888888889,10133.4444444444,9562.77777777778,9024.88888888889,9035.35483870968,9035.35483870968,9035.35483870968,8602.12903225806,8530.5,8549.11111111111,8385.83333333333,7635.33333333333,8602.12903225806,8602.12903225806,8602.12903225806,0.431874648027297,0.419749147875145,0.407077523346552,0.407310445387063,0.415895368752487,0.412194364808356,0.398924111431316,0.39832174635669,0.39324403975529,0.392997354271571,0.651832925228007,0.655140291388754,0.65410972014854,0.654277286135693,0.650376393864981,0.646981734785814,0.643173092972793,0.630333738118169,0.629261424243717,0.629541551063549,17343409,16894140,16521370,16039932,15563240,15101393,13858355,14039965,12771434,12507400,0.135720674462517,0.137716809107242,0.13654534987847,0.140094777306469,0.141359445011505,0.142011942369848,0.14478386167147,0.145327036504044,0.1378224019837,0.136724417513015,0.423735138195481,0.51263556707071,0.50944038101718,0.526908874027639,0.515460903328421,0.423735138195481,0.423735138195481,0.423735138195481,4291.35364661074,6234.61360292682,5793.12284925484,5576.2643300382,5240.22541108226,4291.35364661074,4291.35364661074,4291.35364661074,1477.4814581296,2305.97776244353,2231.07985397831,2307.6870804411,2322.41484808084,1477.4814581296,1477.4814581296,1477.4814581296,0.38585362087601,0.509628028695301,0.505999188768367,0.520513178432293,0.506233480691413,0.38585362087601,0.38585362087601,0.38585362087601,15619.84,18237,17091.8974358974,15619.84,18237,17091.8974358974,15619.84,18237,17091.8974358974,15619.84,18237,17091.8974358974,15619.84,18237,17091.8974358974,15619.84,18237,17091.8974358974,15619.84,18237,17091.8974358974,15619.84,18237,17091.8974358974,11166.0769230769,13173.7846153846,12344.7254901961,23715.9139072848,23715.9139072848,23715.9139072848,23715.9139072848,23715.9139072848,23715.9139072848,23715.9139072848,23715.9139072848,NA,6618.1,6618.1,6618.1,6618.1,6618.1,6618.1,6618.1,6618.1,6618.1,11028.8125,11028.8125,11028.8125,11028.8125,11028.8125,11028.8125,11028.8125,11028.8125,11028.8125,0.749983853258412,0.749150141643059,0.736294762599407,0.726976238546358,0.715073088904865,0.719457535273178,0.733704051879352,0.722149126459371,0.712564878118624,0.718627835340241
"33","NM",0,44,28,3,20,22,22,7,9,3,19,51,7312.17857142857,7955.75,7958.67857142857,7590.60714285714,6810.42857142857,7312.17857142857,7312.17857142857,7312.17857142857,5851.17857142857,6545.78571428571,6689.39285714286,6469.92857142857,5533.78571428571,5851.17857142857,5851.17857142857,5851.17857142857,0.318432432432432,0.303037236172282,0.296094674556213,0.301283494708399,0.31068439192516,0.325142857142857,0.305584752294864,0.299092749493889,0.299923954372624,0.291456166419019,0.404296875,0.402821914325664,0.40659645232816,0.405785236730795,0.406404987955222,0.413970281905291,0.403556771545828,0.408753709198813,0.422696593941296,0.382807668521954,6256112,6256112,6256112,6256112,6256112,6256112,6256112,6444258,6444258,6444258,0.063945945945946,0.0678373276897558,0.0956213017751479,0.0693537491555956,0.0683776464795667,0.0631111111111111,0.0601919977576904,0.0617830096723401,0.0490494296577947,0.0548291233283804,0.478317852869109,0.58643280887284,0.597796695042564,0.621634922978493,0.61643262345392,0.478317852869109,0.478317852869109,0.478317852869109,3698.64242976808,4655.23518184163,4780.26960440661,4752.26758206605,4837.79647540221,3698.64242976808,3698.64242976808,3698.64242976808,1846.5022508405,2663.61542429714,2677.48587881823,2872.69437472317,2948.3535757463,1846.5022508405,1846.5022508405,1846.5022508405,0.47136588979429,0.582615424297137,0.587080620931397,0.61415423987401,0.60652841067609,0.47136588979429,0.47136588979429,0.47136588979429,6989.13513513513,9924.83783783784,13193.4545454545,6989.13513513513,9924.83783783784,13193.4545454545,6989.13513513513,9924.83783783784,13193.4545454545,6989.13513513513,9924.83783783784,13193.4545454545,6989.13513513513,9924.83783783784,13193.4545454545,6989.13513513513,9924.83783783784,13193.4545454545,6989.13513513513,9924.83783783784,13193.4545454545,6989.13513513513,9924.83783783784,13193.4545454545,5306.43243243243,7492.94594594595,8421.33333333333,17966.1739130435,17966.1739130435,17966.1739130435,17966.1739130435,17966.1739130435,17966.1739130435,17966.1739130435,17966.1739130435,NA,5934.45098039216,5934.45098039216,5934.45098039216,5934.45098039216,5934.45098039216,5934.45098039216,5934.45098039216,5934.45098039216,5934.45098039216,5987.09803921569,5987.09803921569,5987.09803921569,5987.09803921569,5987.09803921569,5987.09803921569,5987.09803921569,5987.09803921569,5987.09803921569,0.66150730507739,0.641625143733231,0.644816053511706,0.635850088076292,0.624970016790597,0.641799609778492,0.64196884408954,0.649308948764484,0.615388221506006,0.620088741415233
"34","NV",0,27,8,5,35,18,19,11,6,3,1,48,9060.71428571429,11135.8571428571,10567.1428571429,10094.8571428571,8607.42857142857,9060.71428571429,9060.71428571429,9060.71428571429,7105.14285714286,8914.14285714286,8571,8297.42857142857,6759.71428571429,7105.14285714286,7105.14285714286,7105.14285714286,0.414999280264863,0.409993454069387,0.440666204024983,0.443956733030256,0.429702475206267,0.421606795257477,0.420089507707608,0.3823402417962,0.405061841502519,0.390014471780029,0.433440514469453,0.420951772596614,0.452154857560263,0.457847196085811,0.431010693342532,0.427024147727273,0.416129662175356,0.43459644615714,0.442069976953698,0.434178449536811,3433122,3250974,3250974,3250974,3250974,3250974,2791150,2791150,2791150,2791150,0.0469267309630056,0.0354207578732999,0.0383992597733056,0.0461671108324189,0.0360030002500208,0.0412316404176252,0.0364992541024366,0.052353195164076,0.0462666055886395,0.0170043415340087,0.354956801874359,0.519818588469185,0.501084883950293,0.546181527389044,0.51397288178751,0.354956801874359,0.354956801874359,0.354956801874359,2601.59159466979,3657.85424950298,3364.21040173581,3487.70451819272,3308.88286969253,2601.59159466979,2601.59159466979,2601.59159466979,1331.07717088886,2184.54622266402,1950.74081136169,2247.68339330934,2143.06645871793,1331.07717088886,1331.07717088886,1331.07717088886,0.350563772148192,0.514848409542744,0.486554014070616,0.54411568705851,0.510917308549239,0.350563772148192,0.350563772148192,0.350563772148192,11731.9411764706,15536.4117647059,19651.125,11731.9411764706,15536.4117647059,19651.125,11731.9411764706,15536.4117647059,19651.125,11731.9411764706,15536.4117647059,19651.125,11731.9411764706,15536.4117647059,19651.125,11731.9411764706,15536.4117647059,19651.125,11731.9411764706,15536.4117647059,19651.125,11731.9411764706,15536.4117647059,19651.125,9474.15384615385,13097.7692307692,12259.5,22089.3902439024,22089.3902439024,22089.3902439024,22089.3902439024,22089.3902439024,22089.3902439024,22089.3902439024,22089.3902439024,NA,5282.4,5282.4,5282.4,5282.4,5282.4,5282.4,5282.4,5282.4,5282.4,10976.8444444444,10976.8444444444,10976.8444444444,10976.8444444444,10976.8444444444,10976.8444444444,10976.8444444444,10976.8444444444,10976.8444444444,0.737329042638777,0.747706422018349,0.754090354090354,0.742431466030989,0.721875354750823,0.726482308899891,0.723107081597648,0.729166666666667,0.578534593396337,0.55720600500417
"35","NY",0,316,118,211,152,242,100,139,45,172,71,481,8702.33766233766,10575.7169811321,10339.2358490566,9758.35238095238,9088.32380952381,8702.33766233766,8702.33766233766,8702.33766233766,6193.94805194805,8493.05660377358,8381.53333333333,8013.4,7218.12380952381,6193.94805194805,6193.94805194805,6193.94805194805,0.491457249344994,0.480942391646093,0.472052213090303,0.467741596196727,0.469569733265563,0.462354103018718,0.469294384660067,0.466310061791017,0.466265060240964,0.467890773311877,0.658946585649847,0.651361389758138,0.649392455117187,0.652044678487678,0.644787766275448,0.64796094695006,0.644516418465713,0.640405825633683,0.634128132680955,0.627593433461404,79496643,77500963,77016013,76061666,74634494,74634494,73356476,72186755,70829754,69937395,0.161877349190534,0.143394650984192,0.13568614542724,0.133051453573983,0.13581467812866,0.152252632065283,0.163980861014797,0.157016815764395,0.152703120173,0.153600030173118,0.432508414560595,0.501385829707283,0.501980894823097,0.522229657766007,0.513274171035371,0.432508414560595,0.432508414560595,0.432508414560595,6330.57094009611,8930.36059043704,8398.67345502507,7939.39132586218,7586.76735305514,6330.57094009611,6330.57094009611,6330.57094009611,1678.13890348061,2300.46143959499,2233.2800173236,2315.32228055459,2426.46550862926,1678.13890348061,1678.13890348061,1678.13890348061,0.41837389832487,0.495248934260163,0.492354484204517,0.5085864821814,0.500310438675524,0.41837389832487,0.41837389832487,0.41837389832487,17640.4107142857,19399.2857142857,12743.803030303,17640.4107142857,19399.2857142857,12743.803030303,17640.4107142857,19399.2857142857,12743.803030303,17640.4107142857,19399.2857142857,12743.803030303,17640.4107142857,19399.2857142857,12743.803030303,17640.4107142857,19399.2857142857,12743.803030303,17640.4107142857,19399.2857142857,12743.803030303,17640.4107142857,19399.2857142857,12743.803030303,12375.3656716418,13549.6417910448,10564.1034482759,25876.0957178841,25876.0957178841,25876.0957178841,25876.0957178841,25876.0957178841,25876.0957178841,25876.0957178841,25876.0957178841,NA,9999.1288209607,9999.1288209607,9999.1288209607,9999.1288209607,9999.1288209607,9999.1288209607,9999.1288209607,9999.1288209607,9999.1288209607,12353.8144104803,12353.8144104803,12353.8144104803,12353.8144104803,12353.8144104803,12353.8144104803,12353.8144104803,12353.8144104803,12353.8144104803,0.759783664484536,0.757463580465212,0.749837397446284,0.737258612054093,0.736913127190745,0.732339406073388,0.741135555641563,0.744358556214272,0.744769907918139,0.746425296240549
"36","OH",2,210,111,87,170,137,135,96,36,71,75,368,9669.546875,10280.1238095238,10367.046728972,10503.6168224299,10095.1682242991,9669.546875,9669.546875,9669.546875,7676.078125,9623.75247524753,9680.70476190476,9590.27102803738,9250.95327102804,7676.078125,7676.078125,7676.078125,0.476743061599458,0.482247225977108,0.477321105390985,0.472311651803945,0.487405823661169,0.480971527928711,0.484769816545517,0.479854139467879,0.47221878758585,0.47232320460937,0.568729873714515,0.581554577437014,0.58053981064234,0.583157655758441,0.579832911729463,0.571539941613588,0.56896980138155,0.577153224821619,0.576937201615865,0.577372065833258,46246379,46415576,45479389,45448911,45448911,44832450,43920499,43126708,43059938,42694698,0.0959868484672662,0.11299341625417,0.118650425258578,0.0992430933454894,0.0869476684992873,0.0836665942186481,0.0693470924195223,0.0806509701526133,0.0859795645380664,0.0861398815648078,0.394090370081945,0.443219829368211,0.459439351911384,0.484474804826118,0.507807896287566,0.394090370081945,0.394090370081945,0.394090370081945,5282.96913328968,7077.00694366144,6734.26426878777,6210.03671043293,6025.0810744451,5282.96913328968,5282.96913328968,5282.96913328968,1501.02677828711,1947.91412974029,2011.9751363962,2068.70655606813,2337.91462875663,1501.02677828711,1501.02677828711,1501.02677828711,0.378913647546061,0.439677528469952,0.455930708892849,0.47944464158978,0.500605643946834,0.378913647546061,0.378913647546061,0.378913647546061,15181.398989899,17225.297979798,13149.2867647059,15181.398989899,17225.297979798,13149.2867647059,15181.398989899,17225.297979798,13149.2867647059,15181.398989899,17225.297979798,13149.2867647059,15181.398989899,17225.297979798,13149.2867647059,15181.398989899,17225.297979798,13149.2867647059,15181.398989899,17225.297979798,13149.2867647059,15181.398989899,17225.297979798,13149.2867647059,11199.3548387097,13117.311827957,8220.69411764706,22455.9357798165,22455.9357798165,22455.9357798165,22455.9357798165,22455.9357798165,22455.9357798165,22455.9357798165,22455.9357798165,NA,6935.2183908046,6935.2183908046,6935.2183908046,6935.2183908046,6935.2183908046,6935.2183908046,6935.2183908046,6935.2183908046,6935.2183908046,10194.4885057471,10194.4885057471,10194.4885057471,10194.4885057471,10194.4885057471,10194.4885057471,10194.4885057471,10194.4885057471,10194.4885057471,0.741726956055734,0.736229770468966,0.712082289612535,0.697568235198834,0.692259628128905,0.701452791387496,0.719436809678046,0.723023882129796,0.700373651605077,0.704474345093925
"37","OK",1,67,80,17,51,42,37,69,17,14,62,148,8037.40740740741,7544.86486486487,7850.04285714286,7311.55714285714,6848.15277777778,8037.40740740741,8037.40740740741,8037.40740740741,6793.37037037037,6321.10144927536,6795.26470588235,6577.07352941176,5712.61971830986,6793.37037037037,6793.37037037037,6793.37037037037,0.402681329894277,0.405067981643531,0.410429947485186,0.404923910895282,0.430139986386102,0.421711899791232,0.405135229657263,0.411507850484655,0.398228432412201,0.399202846037288,0.473585348673398,0.476224568939801,0.479639872896316,0.473809523809524,0.482010351063166,0.471048513302034,0.478381642512077,0.480965645311049,0.468765524093393,0.478671147880041,24017584,22657984,21209925,20728958,20728958,20267871,20267871,20267871,20059845,20267871,0.126441994274539,0.141493030812644,0.140526271448229,0.145853920212315,0.146734144248128,0.157351625410081,0.16046864070879,0.167322164070484,0.160532717859148,0.157190855787601,0.447507285185477,0.492583012194478,0.50839173498151,0.520234344230012,0.515011437285551,0.447507285185477,0.447507285185477,0.447507285185477,4006.87624373212,5300.26276197012,5184.98950063358,4752.88351713273,4721.67865993138,4006.87624373212,4006.87624373212,4006.87624373212,1695.5715523352,2072.04574249063,2116.82976027309,2205.77956380465,2308.32686808997,1695.5715523352,1695.5715523352,1695.5715523352,0.419810453912998,0.479385524996041,0.499288836018516,0.508000196927924,0.503312047274114,0.419810453912998,0.419810453912998,0.419810453912998,10685.641509434,13817.9433962264,8628.47191011236,10685.641509434,13817.9433962264,8628.47191011236,10685.641509434,13817.9433962264,8628.47191011236,10685.641509434,13817.9433962264,8628.47191011236,10685.641509434,13817.9433962264,8628.47191011236,10685.641509434,13817.9433962264,8628.47191011236,10685.641509434,13817.9433962264,8628.47191011236,10685.641509434,13817.9433962264,8628.47191011236,6661.02040816327,8789.20408163265,5566.63888888889,16731.0367647059,16731.0367647059,16731.0367647059,16731.0367647059,16731.0367647059,16731.0367647059,16731.0367647059,16731.0367647059,NA,7996.97931034483,7996.97931034483,7996.97931034483,7996.97931034483,7996.97931034483,7996.97931034483,7996.97931034483,7996.97931034483,7996.97931034483,6014.23448275862,6014.23448275862,6014.23448275862,6014.23448275862,6014.23448275862,6014.23448275862,6014.23448275862,6014.23448275862,6014.23448275862,0.679860617747556,0.676427574287044,0.669476960990953,0.652140377940609,0.649357421096218,0.664427753697515,0.66302973854035,0.632205141050127,0.623201809954751,0.616333583208396
"38","OR",0,67,27,31,40,43,48,7,9,25,17,98,8494.5,10171.3333333333,9896.625,9864.95833333333,9366.41666666667,8494.5,8494.5,8494.5,6972.79166666667,9430.75,9181.54166666667,8705.41666666667,8279.16666666667,6972.79166666667,6972.79166666667,6972.79166666667,0.476392495337015,0.470683511499838,0.456062372486156,0.437052631578947,0.438125429684516,0.458680333119795,0.470363440945822,0.450629908376963,0.465705745055485,0.455331165497176,0.601568477429227,0.60466472303207,0.581967775111416,0.582977800274785,0.575123424950262,0.579609351879254,0.570325836858903,0.568850617746163,0.573526020447383,0.568568891758818,13548408,12697264,12697264,12697264,12697264,11760763,11302838,11302838,11302838,11732986,0.104926306550123,0.133390922506569,0.104743515010201,0.107614035087719,0.119204033305324,0.108504163997438,0.115520878945902,0.114037958115183,0.129355882232505,0.113597467054595,0.379268909688844,0.439099359330445,0.452346570397112,0.47473750968924,0.469130180209485,0.379268909688844,0.379268909688844,0.379268909688844,3829.48814191753,6272.20101470207,5909.11501805054,5722.93809456698,5198.67900592024,3829.48814191753,3829.48814191753,3829.48814191753,1401.3254174045,1918.2188645706,1953.29010830325,2047.92727785216,2145.74282740225,1401.3254174045,1401.3254174045,1401.3254174045,0.362446243359474,0.43565529755953,0.449025270758123,0.470756113029385,0.465779715047817,0.362446243359474,0.362446243359474,0.362446243359474,15530.3333333333,18684.7962962963,16385.71875,15530.3333333333,18684.7962962963,16385.71875,15530.3333333333,18684.7962962963,16385.71875,15530.3333333333,18684.7962962963,16385.71875,15530.3333333333,18684.7962962963,16385.71875,15530.3333333333,18684.7962962963,16385.71875,15530.3333333333,18684.7962962963,16385.71875,15530.3333333333,18684.7962962963,16385.71875,11136.4285714286,13687.1020408163,12678.3333333333,22654.1707317073,22654.1707317073,22654.1707317073,22654.1707317073,22654.1707317073,22654.1707317073,22654.1707317073,22654.1707317073,NA,7760.45263157895,7760.45263157895,7760.45263157895,7760.45263157895,7760.45263157895,7760.45263157895,7760.45263157895,7760.45263157895,7760.45263157895,11307,11307,11307,11307,11307,11307,11307,11307,11307,0.73550423658415,0.715536632390745,0.705616120272344,0.713915632370568,0.708972909906297,0.707164661519124,0.723623897384538,0.700656130070565,0.669220498810258,0.69521594068582
"39","PA",2,262,95,145,152,166,125,102,45,109,49,392,12180.2459016393,13600.5444444444,12956.3483146067,12337.7840909091,11876.6516853933,12180.2459016393,12180.2459016393,12180.2459016393,9955.49180327869,12057.0888888889,11561.5454545455,10690.3409090909,10119.3636363636,9955.49180327869,9955.49180327869,9955.49180327869,0.58656222610014,0.57922786143645,0.572379068512857,0.56802780443824,0.580679548969266,0.58065357134128,0.579010917140414,0.587293257266679,0.580137847327582,0.574595592805014,0.67090684804382,0.674448255630275,0.667566909693647,0.671326055959421,0.673638072912851,0.672757766151844,0.674116026327874,0.671253224923774,0.662838957767023,0.661022665947113,55419708,54704200,54436725,53739356,52798782,53259167,51061381,49517536,49271465,50377768,0.0682706505689221,0.0710633946830266,0.0716372954504585,0.070390890847221,0.0645015990270709,0.0663185080779854,0.0639600207945532,0.0638638248886933,0.0588235294117647,0.0577623097821262,0.334971232658047,0.399764473484273,0.405817873958442,0.419293597915298,0.428080513942271,0.334971232658047,0.334971232658047,0.334971232658047,5907.73070436611,8567.60433064884,7873.20660359143,7518.44438509236,7051.58754890663,5907.73070436611,5907.73070436611,5907.73070436611,1333.94615752983,1765.31332624221,1736.10707442779,1795.44024167527,1944.31399609437,1333.94615752983,1333.94615752983,1333.94615752983,0.317898214273321,0.395175505242364,0.400790173333135,0.413973565865173,0.418564853469869,0.317898214273321,0.317898214273321,0.317898214273321,20815.5860465116,22808.9581395349,16051.8208955224,20815.5860465116,22808.9581395349,16051.8208955224,20815.5860465116,22808.9581395349,16051.8208955224,20815.5860465116,22808.9581395349,16051.8208955224,20815.5860465116,22808.9581395349,16051.8208955224,20815.5860465116,22808.9581395349,16051.8208955224,20815.5860465116,22808.9581395349,16051.8208955224,20815.5860465116,22808.9581395349,16051.8208955224,14899.4331797235,16457.6082949309,13184.02,26612.4680232558,26612.4680232558,26612.4680232558,26612.4680232558,26612.4680232558,26612.4680232558,26612.4680232558,26612.4680232558,NA,8910.74278215223,8910.74278215223,8910.74278215223,8910.74278215223,8910.74278215223,8910.74278215223,8910.74278215223,8910.74278215223,8910.74278215223,12454.2257217848,12454.2257217848,12454.2257217848,12454.2257217848,12454.2257217848,12454.2257217848,12454.2257217848,12454.2257217848,12454.2257217848,0.783432750484285,0.784715789831488,0.779396400146101,0.768691187651757,0.766381453567255,0.7644099026741,0.772497734041176,0.766169235680782,0.772053076976326,0.773874029035429
"40","PR",0,94,20,58,78,77,22,57,14,46,5,156,3498.77777777778,3581.11111111111,4102.61111111111,4341,3803.88888888889,3498.77777777778,3498.77777777778,3498.77777777778,3766.94444444444,3202.55555555556,3978.88888888889,3839.94444444444,3750.22222222222,3766.94444444444,3766.94444444444,3766.94444444444,0.478605686342121,0.482700225277713,0.434353172293364,0.45198742836014,0.423976990456269,0.416075140201577,0.362939553312422,0.354572617922721,0.357309348177805,0.350374132940084,0.339544059622972,0.350746909340659,0.352456501731165,0.338953361068535,0.324446916855663,0.325992839896761,0.318910975958202,0.316784284594115,0.344304495724924,0.317795827949049,18589350,19075838,18348339,18348339,17872528,17872528,17871516,17871516,17419410,17419410,0.0290586501990533,0.0270954711411481,0.032177677532014,0.0308559807727861,0.0316007694750014,0.0326679477626574,0.055305299403316,0.0590188216666241,0.0565716949570845,0.0382871811677317,0.86829492677281,0.897231796472898,0.896574440052701,0.910404747977687,0.894895376037428,0.86829492677281,0.86829492677281,0.86829492677281,3666.84102206461,4686.63170991824,4714.78040261053,4718.50180474512,4780.82294036594,3666.84102206461,3666.84102206461,3666.84102206461,3467.94860000297,4363.80585480456,4388.33019272605,4459.74635127616,4504.19769602974,3467.94860000297,3467.94860000297,3467.94860000297,0.85713649785586,0.892069429202924,0.892269510065263,0.909135006348708,0.893325215496523,0.85713649785586,0.85713649785586,0.85713649785586,5788.9898989899,6182.35353535354,9133.64444444444,5788.9898989899,6182.35353535354,9133.64444444444,5788.9898989899,6182.35353535354,9133.64444444444,5788.9898989899,6182.35353535354,9133.64444444444,5788.9898989899,6182.35353535354,9133.64444444444,5788.9898989899,6182.35353535354,9133.64444444444,5788.9898989899,6182.35353535354,9133.64444444444,5788.9898989899,6182.35353535354,9133.64444444444,4469.31868131868,4655.27472527472,6146.2,11109.6433566434,11109.6433566434,11109.6433566434,11109.6433566434,11109.6433566434,11109.6433566434,11109.6433566434,11109.6433566434,NA,3111.0067114094,3111.0067114094,3111.0067114094,3111.0067114094,3111.0067114094,3111.0067114094,3111.0067114094,3111.0067114094,3111.0067114094,4268.6577181208,4268.6577181208,4268.6577181208,4268.6577181208,4268.6577181208,4268.6577181208,4268.6577181208,4268.6577181208,4268.6577181208,0.731630175735573,0.751812981397234,0.741264188738037,0.711075955704187,0.73082812564665,0.720274000613434,0.721025415776549,0.722916506938588,0.713943972596312,0.706319494671874
